HUE and Delta-E color differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (hue diff), (delta-e diff)
((14, 19), (15, 11), (18), (8))
((14, 19), (15, 12), (150), (27))
((14, 19), (15, 14), (25), (3))
((14, 19), (15, 15), (24), (4))
((14, 19), (15, 2), (25), (17))
((14, 19), (15, 4), (35), (21))
((14, 19), (15, 5), (156), (31))
((14, 19), (15, 6), (92), (22))
((14, 19), (15, 7), (40), (6))
((14, 19), (15, 8), (92), (22))
((14, 19), (15, 9), (168), (14))
((14, 19), (17, 12), (76), (8))
((14, 19), (17, 14), (32), (6))
((14, 19), (17, 16), (74), (16))
((14, 19), (17, 17), (21), (31))
((14, 19), (17, 18), (98), (13))
((14, 19), (17, 19), (88), (17))
((14, 19), (17, 2), (25), (20))
((14, 19), (17, 20), (33), (13))
((14, 19), (17, 21), (8), (12))
((14, 19), (17, 3), (10), (10))
((14, 19), (17, 4), (18), (37))
((14, 19), (17, 5), (27), (19))
((14, 19), (17, 8), (45), (10))
((14, 19), (18, 1), (5), (10))
((14, 19), (18, 2), (45), (11))
((14, 19), (18, 3), (243), (10))
((14, 19), (18, 4), (45), (13))
((14, 19), (18, 5), (3), (9))
((14, 19), (18, 7), (8), (35))
((14, 19), (18, 8), (45), (12))
((14, 19), (18, 9), (44), (11))
((14, 20), (15, 11), (28), (4))
((14, 20), (15, 12), (159), (30))
((14, 20), (15, 14), (34), (8))
((14, 20), (15, 15), (33), (10))
((14, 20), (15, 2), (34), (24))
((14, 20), (15, 4), (44), (28))
((14, 20), (15, 5), (166), (37))
((14, 20), (15, 6), (101), (25))
((14, 20), (15, 7), (49), (10))
((14, 20), (15, 8), (102), (26))
((14, 20), (15, 9), (178), (19))
((14, 20), (17, 12), (67), (6))
((14, 20), (17, 14), (41), (6))
((14, 20), (17, 16), (65), (20))
((14, 20), (17, 17), (30), (38))
((14, 20), (17, 18), (89), (16))
((14, 20), (17, 19), (79), (21))
((14, 20), (17, 2), (34), (27))
((14, 20), (17, 20), (43), (10))
((14, 20), (17, 21), (1), (5))
((14, 20), (17, 3), (19), (4))
((14, 20), (17, 4), (28), (46))
((14, 20), (17, 5), (37), (25))
((14, 20), (17, 8), (55), (13))
((14, 20), (18, 1), (14), (4))
((14, 20), (18, 2), (55), (14))
((14, 20), (18, 3), (253), (15))
((14, 20), (18, 4), (54), (11))
((14, 20), (18, 5), (13), (3))
((14, 20), (18, 7), (18), (44))
((14, 20), (18, 8), (54), (11))
((14, 20), (18, 9), (53), (11))
((14, 22), (15, 11), (45), (31))
((14, 22), (15, 12), (176), (32))
((14, 22), (15, 14), (51), (24))
((14, 22), (15, 15), (50), (22))
((14, 22), (15, 2), (51), (7))
((14, 22), (15, 4), (62), (8))
((14, 22), (15, 5), (183), (13))
((14, 22), (15, 6), (118), (28))
((14, 22), (15, 7), (66), (23))
((14, 22), (15, 8), (119), (28))
((14, 22), (15, 9), (195), (16))
((14, 22), (17, 12), (50), (28))
((14, 22), (17, 14), (59), (29))
((14, 22), (17, 16), (48), (19))
((14, 22), (17, 17), (47), (9))
((14, 22), (17, 18), (72), (22))
((14, 22), (17, 19), (61), (18))
((14, 22), (17, 2), (51), (8))
((14, 22), (17, 20), (60), (34))
((14, 22), (17, 21), (18), (35))
((14, 22), (17, 3), (36), (34))
((14, 22), (17, 4), (45), (18))
((14, 22), (17, 5), (54), (6))
((14, 22), (17, 8), (72), (26))
((14, 22), (18, 1), (32), (33))
((14, 22), (18, 2), (72), (26))
((14, 22), (18, 3), (270), (18))
((14, 22), (18, 4), (71), (34))
((14, 22), (18, 5), (30), (33))
((14, 22), (18, 7), (35), (10))
((14, 22), (18, 8), (71), (32))
((14, 22), (18, 9), (70), (32))
((14, 24), (15, 11), (35), (11))
((14, 24), (15, 12), (96), (24))
((14, 24), (15, 14), (29), (8))
((14, 24), (15, 15), (30), (9))
((14, 24), (15, 2), (29), (18))
((14, 24), (15, 4), (19), (21))
((14, 24), (15, 5), (103), (29))
((14, 24), (15, 6), (38), (14))
((14, 24), (15, 7), (14), (4))
((14, 24), (15, 8), (38), (14))
((14, 24), (15, 9), (115), (11))
((14, 24), (17, 12), (130), (17))
((14, 24), (17, 14), (22), (8))
((14, 24), (17, 16), (128), (25))
((14, 24), (17, 17), (33), (32))
((14, 24), (17, 18), (152), (23))
((14, 24), (17, 19), (142), (26))
((14, 24), (17, 2), (29), (21))
((14, 24), (17, 20), (20), (15))
((14, 24), (17, 21), (62), (18))
((14, 24), (17, 3), (44), (14))
((14, 24), (17, 4), (35), (37))
((14, 24), (17, 5), (26), (19))
((14, 24), (17, 8), (8), (6))
((14, 24), (18, 1), (49), (13))
((14, 24), (18, 2), (9), (7))
((14, 24), (18, 3), (190), (13))
((14, 24), (18, 4), (9), (11))
((14, 24), (18, 5), (50), (14))
((14, 24), (18, 7), (45), (36))
((14, 24), (18, 8), (9), (10))
((14, 24), (18, 9), (10), (10))
((14, 25), (15, 11), (50), (3))
((14, 25), (15, 12), (181), (33))
((14, 25), (15, 14), (56), (11))
((14, 25), (15, 15), (55), (14))
((14, 25), (15, 2), (56), (27))
((14, 25), (15, 4), (67), (31))
((14, 25), (15, 5), (188), (39))
((14, 25), (15, 6), (123), (25))
((14, 25), (15, 7), (71), (13))
((14, 25), (15, 8), (124), (26))
((14, 25), (15, 9), (200), (21))
((14, 25), (17, 12), (45), (9))
((14, 25), (17, 14), (64), (8))
((14, 25), (17, 16), (43), (24))
((14, 25), (17, 17), (52), (42))
((14, 25), (17, 18), (67), (19))
((14, 25), (17, 19), (56), (24))
((14, 25), (17, 2), (56), (30))
((14, 25), (17, 20), (65), (13))
((14, 25), (17, 21), (23), (6))
((14, 25), (17, 3), (41), (4))
((14, 25), (17, 4), (50), (50))
((14, 25), (17, 5), (59), (29))
((14, 25), (17, 8), (77), (15))
((14, 25), (18, 1), (37), (2))
((14, 25), (18, 2), (77), (17))
((14, 25), (18, 3), (275), (16))
((14, 25), (18, 4), (76), (11))
((14, 25), (18, 5), (35), (3))
((14, 25), (18, 7), (40), (48))
((14, 25), (18, 8), (76), (12))
((14, 25), (18, 9), (75), (12))
((14, 26), (15, 11), (8), (11))
((14, 26), (15, 12), (139), (27))
((14, 26), (15, 14), (14), (3))
((14, 26), (15, 15), (13), (2))
((14, 26), (15, 2), (14), (14))
((14, 26), (15, 4), (24), (18))
((14, 26), (15, 5), (145), (29))
((14, 26), (15, 6), (81), (21))
((14, 26), (15, 7), (29), (5))
((14, 26), (15, 8), (81), (22))
((14, 26), (15, 9), (158), (13))
((14, 26), (17, 12), (87), (10))
((14, 26), (17, 14), (21), (8))
((14, 26), (17, 16), (85), (16))
((14, 26), (17, 17), (10), (27))
((14, 26), (17, 18), (109), (14))
((14, 26), (17, 19), (99), (16))
((14, 26), (17, 2), (14), (17))
((14, 26), (17, 20), (23), (14))
((14, 26), (17, 21), (19), (15))
((14, 26), (17, 3), (1), (13))
((14, 26), (17, 4), (8), (33))
((14, 26), (17, 5), (16), (16))
((14, 26), (17, 8), (35), (9))
((14, 26), (18, 1), (6), (13))
((14, 26), (18, 2), (34), (10))
((14, 26), (18, 3), (233), (10))
((14, 26), (18, 4), (34), (14))
((14, 26), (18, 5), (7), (12))
((14, 26), (18, 7), (2), (31))
((14, 26), (18, 8), (34), (13))
((14, 26), (18, 9), (33), (12))
((14, 29), (15, 11), (0), (12))
((14, 29), (15, 12), (131), (26))
((14, 29), (15, 14), (6), (5))
((14, 29), (15, 15), (5), (3))
((14, 29), (15, 2), (6), (12))
((14, 29), (15, 4), (17), (16))
((14, 29), (15, 5), (138), (26))
((14, 29), (15, 6), (73), (19))
((14, 29), (15, 7), (21), (5))
((14, 29), (15, 8), (74), (20))
((14, 29), (15, 9), (150), (10))
((14, 29), (17, 12), (95), (12))
((14, 29), (17, 14), (14), (9))
((14, 29), (17, 16), (93), (16))
((14, 29), (17, 17), (2), (25))
((14, 29), (17, 18), (117), (14))
((14, 29), (17, 19), (106), (16))
((14, 29), (17, 2), (6), (15))
((14, 29), (17, 20), (15), (16))
((14, 29), (17, 21), (27), (17))
((14, 29), (17, 3), (9), (15))
((14, 29), (17, 4), (0), (31))
((14, 29), (17, 5), (9), (14))
((14, 29), (17, 8), (27), (9))
((14, 29), (18, 1), (13), (14))
((14, 29), (18, 2), (27), (9))
((14, 29), (18, 3), (225), (8))
((14, 29), (18, 4), (26), (15))
((14, 29), (18, 5), (15), (14))
((14, 29), (18, 7), (10), (28))
((14, 29), (18, 8), (26), (14))
((14, 29), (18, 9), (25), (13))
((14, 3), (15, 11), (30), (10))
((14, 3), (15, 12), (161), (27))
((14, 3), (15, 14), (36), (4))
((14, 3), (15, 15), (35), (4))
((14, 3), (15, 2), (36), (15))
((14, 3), (15, 4), (47), (20))
((14, 3), (15, 5), (168), (29))
((14, 3), (15, 6), (103), (22))
((14, 3), (15, 7), (51), (6))
((14, 3), (15, 8), (104), (23))
((14, 3), (15, 9), (180), (13))
((14, 3), (17, 12), (65), (8))
((14, 3), (17, 14), (44), (8))
((14, 3), (17, 16), (63), (15))
((14, 3), (17, 17), (32), (29))
((14, 3), (17, 18), (87), (12))
((14, 3), (17, 19), (76), (15))
((14, 3), (17, 2), (36), (19))
((14, 3), (17, 20), (45), (15))
((14, 3), (17, 21), (3), (14))
((14, 3), (17, 3), (21), (12))
((14, 3), (17, 4), (30), (35))
((14, 3), (17, 5), (39), (17))
((14, 3), (17, 8), (57), (11))
((14, 3), (18, 1), (17), (12))
((14, 3), (18, 2), (57), (12))
((14, 3), (18, 3), (255), (8))
((14, 3), (18, 4), (56), (15))
((14, 3), (18, 5), (15), (11))
((14, 3), (18, 7), (20), (32))
((14, 3), (18, 8), (56), (14))
((14, 3), (18, 9), (55), (13))
((14, 31), (15, 11), (41), (15))
((14, 31), (15, 12), (91), (23))
((14, 31), (15, 14), (34), (11))
((14, 31), (15, 15), (35), (11))
((14, 31), (15, 2), (34), (16))
((14, 31), (15, 4), (24), (19))
((14, 31), (15, 5), (97), (25))
((14, 31), (15, 6), (33), (11))
((14, 31), (15, 7), (19), (7))
((14, 31), (15, 8), (33), (12))
((14, 31), (15, 9), (109), (11))
((14, 31), (17, 12), (135), (22))
((14, 31), (17, 14), (27), (12))
((14, 31), (17, 16), (133), (28))
((14, 31), (17, 17), (38), (28))
((14, 31), (17, 18), (157), (27))
((14, 31), (17, 19), (147), (29))
((14, 31), (17, 2), (34), (20))
((14, 31), (17, 20), (26), (18))
((14, 31), (17, 21), (67), (23))
((14, 31), (17, 3), (49), (19))
((14, 31), (17, 4), (41), (33))
((14, 31), (17, 5), (32), (17))
((14, 31), (17, 8), (14), (8))
((14, 31), (18, 1), (54), (18))
((14, 31), (18, 2), (14), (8))
((14, 31), (18, 3), (184), (15))
((14, 31), (18, 4), (14), (15))
((14, 31), (18, 5), (56), (18))
((14, 31), (18, 7), (51), (32))
((14, 31), (18, 8), (15), (13))
((14, 31), (18, 9), (15), (13))
((14, 32), (15, 11), (51), (10))
((14, 32), (15, 12), (183), (29))
((14, 32), (15, 14), (58), (6))
((14, 32), (15, 15), (57), (6))
((14, 32), (15, 2), (58), (16))
((14, 32), (15, 4), (68), (20))
((14, 32), (15, 5), (189), (28))
((14, 32), (15, 6), (125), (21))
((14, 32), (15, 7), (73), (6))
((14, 32), (15, 8), (125), (22))
((14, 32), (15, 9), (201), (11))
((14, 32), (17, 12), (43), (8))
((14, 32), (17, 14), (65), (9))
((14, 32), (17, 16), (41), (15))
((14, 32), (17, 17), (54), (29))
((14, 32), (17, 18), (65), (11))
((14, 32), (17, 19), (55), (15))
((14, 32), (17, 2), (58), (19))
((14, 32), (17, 20), (66), (16))
((14, 32), (17, 21), (25), (15))
((14, 32), (17, 3), (43), (13))
((14, 32), (17, 4), (51), (36))
((14, 32), (17, 5), (60), (17))
((14, 32), (17, 8), (78), (11))
((14, 32), (18, 1), (38), (12))
((14, 32), (18, 2), (78), (13))
((14, 32), (18, 3), (276), (6))
((14, 32), (18, 4), (78), (16))
((14, 32), (18, 5), (36), (12))
((14, 32), (18, 7), (41), (32))
((14, 32), (18, 8), (78), (15))
((14, 32), (18, 9), (77), (14))
((14, 33), (15, 11), (14), (6))
((14, 33), (15, 12), (145), (28))
((14, 33), (15, 14), (20), (3))
((14, 33), (15, 15), (19), (6))
((14, 33), (15, 2), (20), (19))
((14, 33), (15, 4), (30), (24))
((14, 33), (15, 5), (152), (33))
((14, 33), (15, 6), (87), (22))
((14, 33), (15, 7), (35), (6))
((14, 33), (15, 8), (88), (23))
((14, 33), (15, 9), (164), (15))
((14, 33), (17, 12), (81), (7))
((14, 33), (17, 14), (27), (4))
((14, 33), (17, 16), (79), (18))
((14, 33), (17, 17), (16), (34))
((14, 33), (17, 18), (103), (15))
((14, 33), (17, 19), (93), (19))
((14, 33), (17, 2), (20), (22))
((14, 33), (17, 20), (29), (11))
((14, 33), (17, 21), (13), (10))
((14, 33), (17, 3), (5), (8))
((14, 33), (17, 4), (14), (41))
((14, 33), (17, 5), (23), (21))
((14, 33), (17, 8), (41), (9))
((14, 33), (18, 1), (1), (7))
((14, 33), (18, 2), (41), (11))
((14, 33), (18, 3), (239), (11))
((14, 33), (18, 4), (40), (11))
((14, 33), (18, 5), (1), (7))
((14, 33), (18, 7), (4), (39))
((14, 33), (18, 8), (40), (10))
((14, 33), (18, 9), (39), (10))
((14, 38), (15, 11), (84), (13))
((14, 38), (15, 12), (47), (16))
((14, 38), (15, 14), (78), (13))
((14, 38), (15, 15), (79), (14))
((14, 38), (15, 2), (78), (20))
((14, 38), (15, 4), (67), (24))
((14, 38), (15, 5), (54), (27))
((14, 38), (15, 6), (11), (10))
((14, 38), (15, 7), (63), (9))
((14, 38), (15, 8), (10), (10))
((14, 38), (15, 9), (66), (9))
((14, 38), (17, 12), (179), (19))
((14, 38), (17, 14), (70), (13))
((14, 38), (17, 16), (177), (29))
((14, 38), (17, 17), (82), (33))
((14, 38), (17, 18), (201), (24))
((14, 38), (17, 19), (190), (28))
((14, 38), (17, 2), (78), (24))
((14, 38), (17, 20), (69), (21))
((14, 38), (17, 21), (111), (21))
((14, 38), (17, 3), (93), (17))
((14, 38), (17, 4), (84), (41))
((14, 38), (17, 5), (75), (21))
((14, 38), (17, 8), (57), (13))
((14, 38), (18, 1), (97), (15))
((14, 38), (18, 2), (57), (14))
((14, 38), (18, 3), (141), (12))
((14, 38), (18, 4), (58), (17))
((14, 38), (18, 5), (99), (16))
((14, 38), (18, 7), (94), (37))
((14, 38), (18, 8), (58), (16))
((14, 38), (18, 9), (59), (16))
((14, 42), (15, 11), (21), (5))
((14, 42), (15, 12), (153), (29))
((14, 42), (15, 14), (28), (5))
((14, 42), (15, 15), (27), (7))
((14, 42), (15, 2), (28), (21))
((14, 42), (15, 4), (38), (25))
((14, 42), (15, 5), (159), (35))
((14, 42), (15, 6), (95), (24))
((14, 42), (15, 7), (43), (8))
((14, 42), (15, 8), (95), (25))
((14, 42), (15, 9), (171), (17))
((14, 42), (17, 12), (73), (6))
((14, 42), (17, 14), (35), (5))
((14, 42), (17, 16), (71), (19))
((14, 42), (17, 17), (24), (36))
((14, 42), (17, 18), (95), (15))
((14, 42), (17, 19), (85), (19))
((14, 42), (17, 2), (28), (24))
((14, 42), (17, 20), (36), (10))
((14, 42), (17, 21), (5), (8))
((14, 42), (17, 3), (13), (6))
((14, 42), (17, 4), (21), (43))
((14, 42), (17, 5), (30), (23))
((14, 42), (17, 8), (48), (11))
((14, 42), (18, 1), (8), (6))
((14, 42), (18, 2), (48), (12))
((14, 42), (18, 3), (246), (13))
((14, 42), (18, 4), (48), (11))
((14, 42), (18, 5), (6), (5))
((14, 42), (18, 7), (11), (41))
((14, 42), (18, 8), (48), (11))
((14, 42), (18, 9), (47), (10))
((14, 46), (15, 11), (33), (5))
((14, 46), (15, 12), (164), (29))
((14, 46), (15, 14), (39), (6))
((14, 46), (15, 15), (38), (8))
((14, 46), (15, 2), (39), (21))
((14, 46), (15, 4), (49), (25))
((14, 46), (15, 5), (171), (34))
((14, 46), (15, 6), (106), (24))
((14, 46), (15, 7), (54), (8))
((14, 46), (15, 8), (107), (24))
((14, 46), (15, 9), (183), (17))
((14, 46), (17, 12), (62), (6))
((14, 46), (17, 14), (46), (5))
((14, 46), (17, 16), (60), (18))
((14, 46), (17, 17), (35), (35))
((14, 46), (17, 18), (84), (14))
((14, 46), (17, 19), (74), (19))
((14, 46), (17, 2), (39), (24))
((14, 46), (17, 20), (48), (12))
((14, 46), (17, 21), (6), (9))
((14, 46), (17, 3), (24), (7))
((14, 46), (17, 4), (33), (43))
((14, 46), (17, 5), (42), (23))
((14, 46), (17, 8), (60), (11))
((14, 46), (18, 1), (19), (6))
((14, 46), (18, 2), (60), (13))
((14, 46), (18, 3), (258), (12))
((14, 46), (18, 4), (59), (12))
((14, 46), (18, 5), (18), (5))
((14, 46), (18, 7), (23), (41))
((14, 46), (18, 8), (59), (12))
((14, 46), (18, 9), (58), (11))
((14, 47), (15, 11), (7), (11))
((14, 47), (15, 12), (138), (28))
((14, 47), (15, 14), (13), (3))
((14, 47), (15, 15), (13), (2))
((14, 47), (15, 2), (13), (14))
((14, 47), (15, 4), (24), (18))
((14, 47), (15, 5), (145), (28))
((14, 47), (15, 6), (80), (21))
((14, 47), (15, 7), (28), (6))
((14, 47), (15, 8), (81), (22))
((14, 47), (15, 9), (157), (13))
((14, 47), (17, 12), (88), (10))
((14, 47), (17, 14), (21), (8))
((14, 47), (17, 16), (86), (15))
((14, 47), (17, 17), (9), (26))
((14, 47), (17, 18), (110), (14))
((14, 47), (17, 19), (99), (16))
((14, 47), (17, 2), (13), (17))
((14, 47), (17, 20), (22), (14))
((14, 47), (17, 21), (20), (15))
((14, 47), (17, 3), (2), (13))
((14, 47), (17, 4), (7), (32))
((14, 47), (17, 5), (16), (15))
((14, 47), (17, 8), (34), (9))
((14, 47), (18, 1), (6), (13))
((14, 47), (18, 2), (34), (10))
((14, 47), (18, 3), (232), (10))
((14, 47), (18, 4), (33), (14))
((14, 47), (18, 5), (8), (12))
((14, 47), (18, 7), (3), (30))
((14, 47), (18, 8), (33), (13))
((14, 47), (18, 9), (32), (12))
((14, 49), (15, 11), (30), (10))
((14, 49), (15, 12), (161), (25))
((14, 49), (15, 14), (36), (5))
((14, 49), (15, 15), (35), (5))
((14, 49), (15, 2), (36), (15))
((14, 49), (15, 4), (47), (19))
((14, 49), (15, 5), (168), (27))
((14, 49), (15, 6), (103), (20))
((14, 49), (15, 7), (51), (5))
((14, 49), (15, 8), (104), (21))
((14, 49), (15, 9), (180), (11))
((14, 49), (17, 12), (65), (9))
((14, 49), (17, 14), (44), (9))
((14, 49), (17, 16), (63), (16))
((14, 49), (17, 17), (32), (28))
((14, 49), (17, 18), (87), (12))
((14, 49), (17, 19), (76), (16))
((14, 49), (17, 2), (36), (18))
((14, 49), (17, 20), (45), (16))
((14, 49), (17, 21), (3), (15))
((14, 49), (17, 3), (21), (13))
((14, 49), (17, 4), (30), (35))
((14, 49), (17, 5), (39), (16))
((14, 49), (17, 8), (57), (10))
((14, 49), (18, 1), (17), (12))
((14, 49), (18, 2), (57), (12))
((14, 49), (18, 3), (255), (6))
((14, 49), (18, 4), (56), (15))
((14, 49), (18, 5), (15), (12))
((14, 49), (18, 7), (20), (31))
((14, 49), (18, 8), (56), (14))
((14, 49), (18, 9), (55), (14))
((14, 9), (15, 11), (30), (3))
((14, 9), (15, 12), (161), (31))
((14, 9), (15, 14), (36), (9))
((14, 9), (15, 15), (35), (11))
((14, 9), (15, 2), (36), (25))
((14, 9), (15, 4), (47), (29))
((14, 9), (15, 5), (168), (38))
((14, 9), (15, 6), (103), (26))
((14, 9), (15, 7), (51), (11))
((14, 9), (15, 8), (104), (26))
((14, 9), (15, 9), (180), (20))
((14, 9), (17, 12), (65), (7))
((14, 9), (17, 14), (44), (6))
((14, 9), (17, 16), (63), (21))
((14, 9), (17, 17), (32), (39))
((14, 9), (17, 18), (87), (17))
((14, 9), (17, 19), (76), (21))
((14, 9), (17, 2), (36), (28))
((14, 9), (17, 20), (45), (11))
((14, 9), (17, 21), (3), (5))
((14, 9), (17, 3), (21), (3))
((14, 9), (17, 4), (30), (47))
((14, 9), (17, 5), (39), (26))
((14, 9), (17, 8), (57), (13))
((14, 9), (18, 1), (17), (3))
((14, 9), (18, 2), (57), (15))
((14, 9), (18, 3), (255), (15))
((14, 9), (18, 4), (56), (11))
((14, 9), (18, 5), (15), (2))
((14, 9), (18, 7), (20), (45))
((14, 9), (18, 8), (56), (11))
((14, 9), (18, 9), (55), (11))
((17, 12), (18, 1), (81), (10))
((17, 12), (18, 2), (122), (19))
((17, 12), (18, 3), (320), (12))
((17, 12), (18, 4), (121), (17))
((17, 12), (18, 5), (80), (9))
((17, 12), (18, 7), (85), (41))
((17, 12), (18, 8), (121), (18))
((17, 12), (18, 9), (120), (17))
((17, 12), (19, 1), (13), (11))
((17, 12), (19, 4), (43), (8))
((17, 12), (19, 5), (35), (7))
((17, 12), (19, 6), (8), (9))
((17, 12), (19, 7), (18), (5))
((17, 12), (19, 8), (15), (6))
((17, 12), (20, 1), (116), (20))
((17, 12), (20, 10), (124), (42))
((17, 12), (20, 11), (144), (33))
((17, 12), (20, 12), (112), (16))
((17, 12), (20, 13), (111), (16))
((17, 12), (20, 14), (128), (44))
((17, 12), (20, 15), (129), (43))
((17, 12), (20, 16), (313), (38))
((17, 12), (20, 17), (110), (13))
((17, 12), (20, 18), (106), (10))
((17, 12), (20, 19), (138), (31))
((17, 12), (20, 2), (134), (23))
((17, 12), (20, 20), (139), (27))
((17, 12), (20, 3), (115), (17))
((17, 12), (20, 4), (136), (52))
((17, 12), (20, 5), (109), (14))
((17, 12), (20, 6), (130), (40))
((17, 12), (20, 8), (109), (13))
((17, 12), (20, 9), (116), (23))
((17, 14), (18, 1), (27), (7))
((17, 14), (18, 2), (13), (8))
((17, 14), (18, 3), (211), (15))
((17, 14), (18, 4), (13), (6))
((17, 14), (18, 5), (29), (6))
((17, 14), (18, 7), (24), (42))
((17, 14), (18, 8), (12), (6))
((17, 14), (18, 9), (12), (5))
((17, 14), (19, 1), (95), (13))
((17, 14), (19, 4), (65), (8))
((17, 14), (19, 5), (74), (7))
((17, 14), (19, 6), (100), (12))
((17, 14), (19, 7), (91), (8))
((17, 14), (19, 8), (94), (7))
((17, 14), (20, 1), (8), (11))
((17, 14), (20, 10), (16), (37))
((17, 14), (20, 11), (36), (26))
((17, 14), (20, 12), (3), (7))
((17, 14), (20, 13), (3), (8))
((17, 14), (20, 14), (20), (38))
((17, 14), (20, 15), (21), (39))
((17, 14), (20, 16), (204), (41))
((17, 14), (20, 17), (2), (3))
((17, 14), (20, 18), (3), (4))
((17, 14), (20, 19), (30), (19))
((17, 14), (20, 2), (25), (16))
((17, 14), (20, 20), (31), (23))
((17, 14), (20, 3), (6), (7))
((17, 14), (20, 4), (27), (43))
((17, 14), (20, 5), (1), (8))
((17, 14), (20, 6), (21), (38))
((17, 14), (20, 8), (1), (4))
((17, 14), (20, 9), (8), (16))
((17, 16), (18, 1), (79), (24))
((17, 16), (18, 2), (120), (25))
((17, 16), (18, 3), (318), (16))
((17, 16), (18, 4), (119), (29))
((17, 16), (18, 5), (78), (23))
((17, 16), (18, 7), (83), (26))
((17, 16), (18, 8), (119), (28))
((17, 16), (18, 9), (118), (27))
((17, 16), (19, 1), (11), (26))
((17, 16), (19, 4), (41), (23))
((17, 16), (19, 5), (33), (22))
((17, 16), (19, 6), (6), (13))
((17, 16), (19, 7), (16), (18))
((17, 16), (19, 8), (13), (20))
((17, 16), (20, 1), (114), (24))
((17, 16), (20, 10), (122), (34))
((17, 16), (20, 11), (142), (33))
((17, 16), (20, 12), (110), (26))
((17, 16), (20, 13), (109), (25))
((17, 16), (20, 14), (126), (37))
((17, 16), (20, 15), (127), (36))
((17, 16), (20, 16), (311), (25))
((17, 16), (20, 17), (108), (25))
((17, 16), (20, 18), (104), (23))
((17, 16), (20, 19), (136), (34))
((17, 16), (20, 2), (132), (25))
((17, 16), (20, 20), (137), (25))
((17, 16), (20, 3), (113), (24))
((17, 16), (20, 4), (134), (45))
((17, 16), (20, 5), (107), (19))
((17, 16), (20, 6), (128), (31))
((17, 16), (20, 8), (107), (21))
((17, 16), (20, 9), (114), (25))
((17, 17), (18, 1), (16), (41))
((17, 17), (18, 2), (25), (30))
((17, 17), (18, 3), (223), (26))
((17, 17), (18, 4), (24), (40))
((17, 17), (18, 5), (17), (41))
((17, 17), (18, 7), (12), (5))
((17, 17), (18, 8), (24), (38))
((17, 17), (18, 9), (23), (38))
((17, 17), (19, 1), (84), (45))
((17, 17), (19, 4), (54), (41))
((17, 17), (19, 5), (62), (40))
((17, 17), (19, 6), (89), (26))
((17, 17), (19, 7), (79), (35))
((17, 17), (19, 8), (82), (37))
((17, 17), (20, 1), (19), (29))
((17, 17), (20, 10), (27), (13))
((17, 17), (20, 11), (47), (19))
((17, 17), (20, 12), (14), (39))
((17, 17), (20, 13), (14), (38))
((17, 17), (20, 14), (31), (15))
((17, 17), (20, 15), (32), (12))
((17, 17), (20, 16), (216), (19))
((17, 17), (20, 17), (13), (39))
((17, 17), (20, 18), (9), (38))
((17, 17), (20, 19), (41), (25))
((17, 17), (20, 2), (37), (21))
((17, 17), (20, 20), (42), (17))
((17, 17), (20, 3), (18), (34))
((17, 17), (20, 4), (39), (21))
((17, 17), (20, 5), (12), (25))
((17, 17), (20, 6), (33), (10))
((17, 17), (20, 8), (12), (32))
((17, 17), (20, 9), (19), (28))
((17, 18), (18, 1), (103), (20))
((17, 18), (18, 2), (144), (24))
((17, 18), (18, 3), (342), (11))
((17, 18), (18, 4), (143), (26))
((17, 18), (18, 5), (102), (19))
((17, 18), (18, 7), (107), (31))
((17, 18), (18, 8), (143), (25))
((17, 18), (18, 9), (142), (25))
((17, 18), (19, 1), (35), (21))
((17, 18), (19, 4), (65), (18))
((17, 18), (19, 5), (57), (17))
((17, 18), (19, 6), (30), (10))
((17, 18), (19, 7), (39), (13))
((17, 18), (19, 8), (37), (14))
((17, 18), (20, 1), (138), (24))
((17, 18), (20, 10), (146), (37))
((17, 18), (20, 11), (166), (34))
((17, 18), (20, 12), (133), (24))
((17, 18), (20, 13), (133), (24))
((17, 18), (20, 14), (150), (39))
((17, 18), (20, 15), (151), (38))
((17, 18), (20, 16), (334), (27))
((17, 18), (20, 17), (132), (22))
((17, 18), (20, 18), (127), (19))
((17, 18), (20, 19), (160), (34))
((17, 18), (20, 2), (156), (24))
((17, 18), (20, 20), (161), (26))
((17, 18), (20, 3), (137), (23))
((17, 18), (20, 4), (157), (46))
((17, 18), (20, 5), (131), (17))
((17, 18), (20, 6), (152), (34))
((17, 18), (20, 8), (131), (19))
((17, 18), (20, 9), (138), (26))
((17, 19), (18, 1), (93), (24))
((17, 19), (18, 2), (133), (26))
((17, 19), (18, 3), (331), (14))
((17, 19), (18, 4), (133), (30))
((17, 19), (18, 5), (91), (24))
((17, 19), (18, 7), (96), (26))
((17, 19), (18, 8), (132), (29))
((17, 19), (18, 9), (132), (28))
((17, 19), (19, 1), (25), (26))
((17, 19), (19, 4), (55), (23))
((17, 19), (19, 5), (46), (22))
((17, 19), (19, 6), (20), (13))
((17, 19), (19, 7), (29), (18))
((17, 19), (19, 8), (26), (19))
((17, 19), (20, 1), (128), (25))
((17, 19), (20, 10), (136), (35))
((17, 19), (20, 11), (156), (34))
((17, 19), (20, 12), (123), (27))
((17, 19), (20, 13), (123), (26))
((17, 19), (20, 14), (140), (37))
((17, 19), (20, 15), (141), (36))
((17, 19), (20, 16), (324), (23))
((17, 19), (20, 17), (122), (26))
((17, 19), (20, 18), (117), (23))
